,artist_id,artist_name
0,0JBdTCGs111JKKYfLqOEBa,Shirin David
1,2j2rh3oQh4QEUnNTDKYSJD,187 Strassenbande
2,0b62itBWBdLgiecXjXCqKC,Maxwell
3,5eioJDe26lOqkAMbuhzZYs,Gzuz
4,1aS5tqEs9ci5P9KD9tZWa6,Bonez MC
5,4Xz5sxFWivrXWQlDlO25is,Jumpa
6,6h1s4i4XKIYv4ErDelLDN0,Samra
7,1G7TGDJ01So6i6XNirnVS7,Takt32
8,4lDiJcOJ2GLCK6p9q5BgfK,Kontra K
9,2qMezKrAKRh2Z2uR3fCqHt,PA Sports
10,0t9IVyFGzH79wIFfhEXddQ,Kianush
11,39KEQQAG9JhIt71g9NEVhh,Azet
12,2hH16roqnQFy0PdSmgZRSJ,Ali471
13,7ADRm1oT7VmhRRZrZqycV6,KASIMIR1441
14,2innBaSmptmpGvov5kUIqW,Diloman
15,2gtmbs0Uas9TBSMqkA4zjE,Data Luv
16,6SjpwkrjfsNRKajDG4rDbJ,Tovaritch
17,10XY9PZCJKzUFzZOdtlQLU,LX
18,3pMYJHAY5ErzmJQVWb8VX6,Lune
19,2vUksNaSYwWudCDXabAwvB,Juh-Dee
20,5tlNJfV9UIpgnbWmvUEFu7,Gentleman
21,3tQzzidoPfVifoURnDfgmD,t-low
22,1GkwFLMHH6Ir6yczxnd4Ts,consent2k
23,0U7ti3mwGrBNlKNE4YlbfT,Sierra Kidd
24,6TBB2wdiwVBJYCdaRhOErs,Flavio
25,5ZY4M2aGiTaZQEP6HfqeJc,Montez
26,7MSwVATA5fRIxRA6Z0BmTe,Eunique
27,0wwDZj4zgZORjTGhTujAKx,Mert
28,2mZtGqvo4nxumx0FYQR4mQ,Z
29,1yIifIA91WgmfzBcjbQB8i,Kurdo
30,3yeIPSXgA3NRNwNaHy4EZW,Yin Kalle
31,7b4qgFeygnbXxcH3cvKl1D,Rapkreation
32,3Z3aTg9PwJ37e8xeO0aUC9,01099
33,2WmxTCUVOyGsqn4GA7VxuC,Gustav
34,5RgzUZORebl59TcvCRZsD2,Zachi
35,4iiEdRlpL7LDPxa1Wa0jkj,SHINSKY x DIMA
36,5EifIR90rk8SEJbyUTVsTE,NOEL
37,7uK2QScoOUkqq8tvtvBIL7,Endzone
38,1GdFniPzxbAmIGIn89RwoI,LUIS
39,6SB5UphuaZWdz8u7a9TlmY,IND1GO
40,33qje3nPM5TBq2aBFny5IT,Sero
41,4P3RXClUWZnQAO6BfrEQXb,ART
42,0jxy7TWRoSFqe4eucObq6L,ROTE MÜTZE RAPHI
43,16p58qwRDJuScHWUUtv7Tt,Belah
44,4Gu3HeiC8HudZsnYp52Wg0,Teven
45,3GTDUL2zSVIIuMt6jzKG74,CHAN LE
46,2N5EUidcVv9pnicQFDeK5W,2LADE
47,62TYO8MQIPGNVne59x3AqS,Ansu
48,5PIdjtNMwJgYituTP77U3X,Nate57
49,7M6ItqYUMPQRQQ5q54tl7G,Megaloh
50,5W8PlqRp971TMgGNlBw2fV,CedMusic
51,5FdBwTRR0OnhEFeuLvt8oM,Zate
52,5iCCW4Jqxzl2vUZVquNZDz,Jack Center
53,7F0bQWvv3rfV3EubmoQlwZ,Die Prinzen
54,7GaMopkesD4KK9dNbgyO5D,Eko Fresh
55,69u5rPwWBKP7pJHpCGB9O5,MoTrip
56,1WNoKxsp715jez1Td4vthc,Eskimo Callboy
57,6ihLfpY3cmdGyWEnItn30w,257ers
58,5jYPpt8OQR5IRc2w4RFEJj,Bass Sultan Hengzt
59,0PhLCUFEU30lqntUbYZjSt,Mosh36
60,08ao8gzTHBtNf5Laf9jjwR,King Khalil
61,2rSMziK7ZDYg33trwUObd3,Hammad 361
62,4Jd9XCHzRXTB7ZPPVzJoUm,Milano
63,5nVbdvU60t7C0JBruxsS26,Maeckes
64,4dfYua3wPCN3mq8EStDZkZ,Dexter
65,6W42l5MayitzTssyUEVHo4,doZ9
66,383SVV0agxDRv1X2dKHsUb,Danju
67,3ObXQkPUNCeEkh9Pp5TZqh,Mariella
68,2Npb4qJMwRjjv2ZUHOuP4q,Terry Joe
69,4GJrFqexwHiTMZWjaPEkTy,LAYLA
70,6oZhc4ONSAMn6RYg6o6VWL,Crystal F
71,6FQaZw8ID8pCzhWhqDcOQT,Sevi Rin
72,7f9f5zKkxu7tvX5uj7lVwP,toobrokeforfiji
73,7mYMOwpduul48upxZCfFBS,Alicia Awa
74,0To8tjDBkD8g2KMw2oGKT0,Nessa
75,4fbAa0nOmSrtiruBCcfSvJ,Sin Davis
76,3ZL4IxDAyJW7LXm0P07O1R,Jalle
77,5vQXzZjy86ijQhMjMb1ke4,Josi
78,5ED5Q2eSMroI6fSWgpxi7U,JOEDY
79,0TUKCNYzsamEirkfkgSPFT,L¥NN
80,7COHnUQjxEVi5SggMxlu4E,Willy Will
81,6htMzIeVHLO2pKFENGWq5p,Rola
82,3Mfatql1PMmQrdB37eXO5e,REEZA
83,0iplr7ETf7yRX49OqYaVuM,John Known
84,3aiVrUEKRgBLXMGsh2IIJ5,NOK1D
85,2xbXnTwuqB30prYnCDFrFy,DCVDNS
86,2bIsBfbHR5YjmBUa646ZoF,Weekend
87,0e8x2Drjf0wa8Q5loiYhlx,Shogoon
88,13XOdftLPuWTn5iH2bUq2B,Tiavo
89,5wne1ZfV6mpGIcsAFksMUV,Seronym
90,4lhlZelIpwwtn2rRIZpuUf,Cemo
91,5AJqTEmjmhzE50PbPvbDah,Karaz
92,3YVjSNOTyXBeEisqAJ2EAG,Deno419
93,6YxtMx8c5tjVRRHsqjEERp,M.O.030
94,27KrVt4V2sQDCyDwyoBrkD,Jean
95,6HqfbxY0cxZy5BKhErEnqy,Timu
96,67XC4KHtHDz1394YCUPjXx,Sumpa
97,2ys9SAXsASXGKyUDTrHCQ2,Caramelo
98,6viMFrLpHkNMYPiB1eZKaq,Spartakdakar
99,1GLks01jZaB4bZHNYfvAKf,killdummies
100,3CJKkU0XuElRT1z8rEtIYg,Luciano
101,7Gx2wDVHyW5HJh7dc2t5h7,Lil Zey
102,38KSpOSYnwQX9zcOcVKdym,Frauenarzt
103,07SFzTMeYf5P8Rd32a9Zzw,AK AUSSERKONTROLLE
104,3ZuBEj9ppJe8GSdKaMTfMN,Nimo
105,0pOruKWwgyqSLZhn4Xovs9,Ardian Bujupi
106,5Pmsa0FeoMFWsjhpo2bIAK,JIGGO
107,0TVANDORspsd2X7Gg9rhcW,Nullzweizwei
108,4A7HeXSd4HtQuf6IR5XZ1b,Fero47
109,6TR6dUNDpqyitYzDvY7DI0,Koushino
110,5SvTdw7YJCcrlILU5FMc1F,Camaeleon
111,6DC6bghNUySTf5wRjv81aR,Nael
112,1YQg0jqLV5RT98HjMXxzaO,TheDoDo
113,13bDjug9N0pyv3ZUINjkDV,Bausa
114,0o0PoOOyXcmqcyVz8aSdYu,Moe Phoenix
115,3utZ2yeQk0Z3BCOBWP7Vlu,Cro
116,4WZGDpNwrC0vNQyl9QzF7d,Capital Bra
117,7mZYTV6yPUvtbxZcH0OK3v,LaRose
118,63FkGNSVb9VB4Is1V3Q9Nj,Lio
119,0h0Iypw4Zpe2pWEKIS9So3,OMAR
120,7oWrEQO1d3klp0Qrfh7a5h,badmómzjay
121,3gkbRDj7pkIylWVBpRfrQf,Nura
122,5sRQkVexJlax2iISuqL8cV,Kalazh44
123,5vek8wrRCD5UxnUlctYXgx,toksi
124,6cK3NBO6uP7hh0oyuVELFl,Saweetie
125,0lFLP59V4TY3XgnrkFIwxK,Katja Krasavice
126,5cj0lLjcoR7YOSnhnX0Po5,Doja Cat
127,793QToVJnVh8Op8YSqJsSm,LIZ
128,1ygSYjuGqTXSxBDFDEc5FD,Sanie
129,3WObaov6kbV8qfePbz72y3,Bainshe
130,7JmNUb5QPlIV4psjRqNsID,Eli Preiss
131,7x6XwopgxWpVKTUiDSwRaN,Aisha Vibes
132,3NjbpG6MmFGVLXwbcPXH90,Haiyti
133,0ypMouAPYgghSqlAwwOebe,Yecca
134,00ZQlHnVG0aaeHhDRusf0D,FOOS
135,4sVieJlKgpZ2k9ESNS5IdN,Jamule
136,6Cw4b0HJcYPaG1ik1tpdZa,Samo104
137,1SnSPHBs8l5iAvoWF0aO05,FOURTY
138,76dRoxKtDwYkgCQePok9cU,Miksu / Macloud
139,18ISxWwWjV6rPLoVCXf1dz,RIN
140,5pVRwX5ZQR7hfJ18w8ZYkl,Ufo361
141,1ul8iLt2WnFe2UIyovjg7q,reezy
142,4R0FKprdEeUIbzAwhrYTv2,Elias
143,2NJWI8byqTSqDaJRnqJY2z,KALIM
144,4hK7sEnm0se5bqoI3Yb5o1,SANTOS
145,4Yttlv9ndGjCDCVLqM7ACq,Sido
146,4VuARVJiWGsH2msKTdsKdQ,Veysel
147,5p7mWeX4RlvqBCxylfiXdE,KC Rebell
148,3eSn9mqkLzdmxzHJ9KDPmC,Ramo
149,7oIvDwKGV2SuH4HJl0CKPp,Dante YN
150,4LwRgSkj7AJJTKLnEaHjMv,Lucio101
151,4WoSAKuoaPxrbwp3Y1PvKb,Bozza
152,3Hvx3BM0K4FHBs9J3k8G6V,NGEE
153,3mmI5HKArDwgggj4j0aJyC,BHZ
154,1qQLhymHXFPtP5U8KNKsm6,Apache 207
155,75ctWsRuGXmxMxnFPkuEwA,Fler
156,6wbgb7phg82I4tnO6GWMhr,Cassandra Steen
157,18Zq5h68TQ6kurXzRNHJDo,Big Toe
158,3M3YacInf0UubKD2n20Oib,2ara
159,2Z9KL8Zmqx5Sg3cd7Fldhl,Olexesh
160,4h9FRbQ7cXJd05ZsPDUa8Y,TaiMO
161,311RSHaS7n1WXKmKzAIGVQ,Omik K
162,3o8Kd2ZiYUfVFxLfPUK2Ve,1312er
163,6JOYrJkaS8ZKxLoUdNNdWr,AchtVier
164,09JLT2eURqXDC7kCjjqkyl,Mista Meta
165,2IVvZIe3P9BMuCI6h48Bjg,Nizi19
166,3KPL9k9pi5qS1DFnt7Il8K,VieR44VieR
167,6XyVRq7ejZJh3W95Gy3uwy,P.A.T.M.A.N
168,721ZpwDLH9W0h1Ka5k6D8z,SEKOZAZA
169,1Sl3idO2XzH3AVb6nOjOxs,Reda Rwena
170,1sR2x7dMTEngDSxU14ZoKr,Doezis
171,0VhPkEtUabZSNqhrd1ujf2,O.G. Pezo
172,46UPXFKSqH8Ur9TZJcTpjx,LockeNumma19
173,7Bas810ryhkpkV2wBkZ8gv,GAMBINO 36
174,0GICHCgSgJrRnanaNRFIMX,Undacava
175,3803JqLnUACUJcuCLmK3xz,AK 33
176,3p22sjFokQUthzPg63kqfP,Erabi
177,5tVhlO1blEw862NE6d06ab,Buddha
178,2cZmPcRs7o0QYaxsjo2loD,Kiko 76
179,3SxrBNpBsKhqOA4WX7HSV5,Haze
180,7u0cYeefrzVUt6CfDQCpT0,Kilomatik
181,0t6A5IoqSxQzxmMoDkS9Cv,Hemso
182,2HdP7fpDiLWAvElYGg75gd,Hanybal
183,1ClEKlqNYU7inZeZECZil5,Azero
184,6kihpsUFibXNX1Wky3yvtI,AJÉ
185,2qxkFauoxk34qhVdkgbqbz,LUVRE47
186,6gVNS2RoHMQgAXlAxX5o0D,Pablokk
187,10UAvp2UJa3NMRwdbZFHc7,Jason
188,2s0YBNTlWf61tFJwKderGS,Dú Maroc
189,5TfpwNDNvEPPjWk65OrtmV,Sugar MMFK
190,6AZfDB8isLU2sHkSm3sRhX,Milonair
191,325L7kby6bkG5qSXXAFEWM,Joker Bra
192,1maq3Qhte9vVQ6gUDfFl1J,Brecho
193,7zDl8xqVVU2BC7ZLkLowLt,Krime
194,0It7IzlkEG2NdfBWm5bTnN,Satix
195,20SrupPe5r1c1hHEqdwXvS,Lyrica030
196,7Cdo9rNaaoItdnMX2ghuD9,Klapse Mane
197,6CqbowqFFJxTkUTzQVAwhk,Saftboys
198,0PPCPsuv0iOAYKGR2SkFal,VOLO
199,6r36tUT9ILNyrRbI7TZzcy,Gangsta47
200,1POcW1nkEdfQf0AnktwEM3,Aslan
201,1zDnARSHiWiOGH7QmiHORQ,65Goonz
202,5QZJttrSLq4WJL9Vb1MgFq,O.G.
203,1wgIhm7dhhyPFBzSxfGR8b,Said
204,4sg4no0TXdsrM1s4SVUwNF,Juju
205,6MFULpkCpjw47aMa1Z5m1i,LOKO BEN
206,1hiocBwn3tUiVy78HCnWfp,OSAMA
207,3jjjMWMdjHvhCgv0iDf7rR,Ezco 44
208,1m05fMsTwwLZwPgjiWaj8y,AOB
209,5Po68alQM49gVlLkTsITOG,Haki
210,2OPzYzeP8z9wUaPLPOzCDE,Abiad
211,7hEyOFM9NgCsvBQQCG1aIr,Almani
212,0m20qbznN06zlM0PmCSTRh,Bangs
213,1QlX6aYqIXWIG9mGSE405d,Chapo
214,52CkJDqRPUzzIePkvPcudU,Hamada
215,5oWFxbBrbk2Mw86PLUg3OZ,18 Karat
216,4kTJw11zHOk4DBmgzKKaEZ,Eazyono
217,3WvaO5fW18CP97Q116L4od,Ulysse
218,3XoTY8az7uO60cs72LN1K6,Fergy53
219,2cbnuG01tV93pqdfr4OBqL,Sadiq
220,5qZLYtTL3ldN6Uw7OXHESR,Sa4
221,2jPZMiD3iOuqGD9VLVapNv,Tommy
222,2MCab0VCnGgmH9JtocWr5S,Danny 111
223,3NW5v26vvoW5ycV37qM5ed,Cashmo
224,6ioU7VVUMpOhlsD1b9A4xP,Marlo
225,6Zls20uqhLpZ2husO9J4wX,DLA
226,4ygkZ5dXMD2mCZTIgh1Akc,Lunico
227,7btarWoKEG5z3ndq0g4XFQ,Teflon030
228,394mHNdHlxgIz0xV21uPU5,Skinny Finsta
229,7fySne8wyyWW0duIXnP4QO,Amo la Mara
230,5cWEoqttch63FBkhmVVvrQ,Karim
231,1049zy9Oxwj2CowBUtWSVY,Steuerfreimoney
232,2EmZLKukH8KSaroLDOeToc,Stanley
233,1vLew3o8JIJ9XTCRkOCCbb,Sipo
234,3Vnl7pKDxagUgRJ3NMtEcE,Soufian
235,1sTCIEpgsLumTVk5zDGW4S,MU$A386
236,3sDy2GbnNHHP9uV2pGnn0r,Amor64
237,7fjYD9KftETHYcHFM5Htf3,Maka.DD
238,1FXGKRiVzLEDCebusyZEfh,GFM
239,4u7uWR7bpcGEI8y52LPAZL,76er Boys
240,147cJWfJ6XKAh9T8ohr7Ts,6 Senz
241,3AlKpbw0JNkGPEe5TllJkC,Rypl
242,3BYJl9McCY35iO9F0KHoiz,Luga
243,7EKLVr5oU4Eu0Md3kWEDxC,Bema
244,0eZ5jNiW1CijnR5ZL8YRTl,Reeperbahn Kareem
